GHCND,LAT,LON,ELEV,ST,NAME
USC00348027,36.1903,-99.0403,545.0,OK ,SEILING 7WNW MESONET
USC00348124,35.3647,-96.9481,328.0,OK ,SHAWNEE 3NNW MESONET
USC00348390,35.5419,-97.3414,372.8,OK ,SPENCER 2ENE MESONET
USC00348499,36.1208,-97.0953,271.9,OK ,STILLWATER MESONET
USC00348570,34.5658,-96.9503,319.7,OK ,SULPHUR 4NNE MESONET
USC00348879,34.4397,-99.1375,386.8,OK ,TIPTON 4S MESONET
USC00348900,34.3325,-96.6789,267.9,OK ,TISHOMINGO 6N MESONET
USC00349101,36.3481,-94.8244,242.3,OK ,UPPER SPAVINAW PORT
USC00349130,34.5289,-97.7647,340.8,OK ,VELMA 7NW MESONET
USC00349400,34.1678,-97.9883,282.9,OK ,WAURIKA 1ENE MESONET
USC00349768,36.4231,-99.4167,624.8,OK ,WOODWARD 2WSW MESONET
USC00350145,44.4044,-123.7533,70.1,OR ,ALSEA FH (FALL CREEK)
USC00350265,45.7211,-120.2064,84.4,OR ,ARLINGTON
USC00350652,44.2867,-122.0389,655.9,OR ,BELKNAP SPRINGS 8 N
USC00350858,45.8472,-119.6933,85.3,OR ,BOARDMAN
USC00350897,45.6353,-121.9522,18.9,OR ,BONNEVILLE DAM
USC00351407,45.6778,-121.8736,43.3,OR ,CASCADE LOCKS
USC00351643,46.1081,-123.2058,6.7,OR ,CLATSKANIE
USC00351682,45.205,-123.8925,3.7,OR ,CLOVERDALE
USC00351836,43.1872,-124.2025,7.0,OR ,COQUILLE CITY
USC00351862,44.6342,-123.19,68.6,OR ,CORVALLIS STATE UNIV           
USC00351877,44.5078,-123.4575,180.4,OR ,CORVALLIS WATER BUREAU
USC00351897,43.7917,-123.0275,181.4,OR ,COTTAGE GROVE 2E               
USC00351914,44.1308,-122.2419,384.0,OR ,COUGAR DAM
USC00352112,44.9464,-123.2911,88.4,OR ,DALLAS 2 NE
USC00352292,44.7242,-122.2547,371.9,OR ,DETROIT DAM
USC00352632,43.6425,-123.5828,41.8,OR ,ELKTON 1SW
USC00352973,44.0039,-124.0947,22.9,OR ,FLORENCE #2
USC00352997,45.5247,-123.1025,54.9,OR ,FOREST GROVE                   
USC00353356,42.4036,-124.4242,15.2,OR ,GOLD BEACH RS
USC00353402,45.3014,-121.7417,1213.1,OR ,GOVERNMENT CAMP
USC00353522,45.4803,-122.4664,137.2,OR ,GRESHAM 2 SW
USC00353604,44.8772,-117.1094,808.6,OR ,HALFWAY
USC00353770,45.4486,-122.1547,228.0,OR ,HEADWORKS PORTLAND WTR B       
USC00353827,45.3653,-119.5639,574.5,OR ,HEPPNER                        
USC00354003,45.6847,-121.5175,152.4,OR ,HOOD RVR EXP STN               
USC00354060,42.2292,-122.3814,1392.0,OR ,HOWARD PRAIRIE DAM
USC00354291,44.4233,-118.9594,933.6,OR ,JOHN DAY
USC00354403,42.0944,-121.9022,1254.6,OR ,KENO
USC00354776,44.9231,-123.575,1093.9,OR ,LAUREL MTN
USC00354835,43.3597,-122.2208,1242.7,OR ,LEMOLO LAKE 3 NNW
USC00355050,43.9139,-122.76,217.0,OR ,LOOKOUT PT DAM
USC00355092,44.7939,-122.595,237.7,OR ,LYONS 3N
USC00355221,44.6125,-121.9486,754.4,OR ,MARION FORKS FISH HATCHERY
USC00355593,45.9428,-118.4089,295.7,OR ,MILTON FREEWATER               
USC00355681,45.1783,-122.5064,197.2,OR ,MOLALLA 7NE
USC00356213,43.7428,-122.4433,388.6,OR ,OAKRIDGE FISH HATCHERY
USC00356238,44.2994,-120.7264,931.8,OR ,OCHOCO DAM
USC00356426,42.6922,-120.5403,1328.9,OR ,PAISLEY                        
USC00356550,45.6911,-118.8522,460.2,OR ,PENDLETON WFO
USC00356634,45.4756,-118.8253,524.3,OR ,PILOT ROCK 1 SE                
USC00356750,45.5606,-122.5383,6.4,OR ,PORTLAND WFO
USC00356883,44.3022,-120.8081,888.5,OR ,PRINEVILLE                     
USC00357127,45.3033,-122.9133,157.0,OR ,REX 1 S
USC00357809,44.8728,-122.6486,411.5,OR ,SILVER CREEK FALLS
USC00357817,43.1244,-121.062,1335.6,OR ,SILVER LAKE RS
USC00357823,45.0058,-122.7739,124.4,OR ,SILVERTON
USC00357857,44.2842,-121.5486,969.3,OR ,SISTERS
USC00358095,44.7894,-122.815,129.5,OR ,STAYTON
USC00358420,43.2644,-120.9447,1313.7,OR ,THE POPLARS
USC00358498,45.4294,-123.7619,42.7,OR ,TILLAMOOK 6SE
USC00358536,43.275,-122.4497,627.9,OR ,TOKETEE FALLS
USC00358997,45.5722,-117.5314,890.9,OR ,WALLOWA                        
USC00359316,43.6825,-121.6875,1328.3,OR ,WICKIUP DAM
USC00359588,44.33,-124.0981,15.2,OR ,YACHATS
USC00360132,40.5228,-78.3694,390.1,PA ,ALTOONA
USC00360140,40.495,-78.4667,402.3,PA ,ALTOONA 3 W
USC00360457,40.8208,-76.4983,309.4,PA ,BEAR GAP
USC00360475,40.7628,-80.3133,231.6,PA ,BEAVER FALLS 1 NE
USC00360656,39.9356,-77.2578,219.5,PA ,BIGLERVILLE
USC00360754,41.0072,-76.4483,198.4,PA ,BLOOMSBURG UNIVERSITY
USC00360868,41.8975,-78.7144,506.0,PA ,BRADFORD 4SW RES 5
USC00361080,40.5003,-75.2044,140.2,PA ,BUCKSVILLE
USC00361212,41.6517,-76.8464,347.5,PA ,CANTON
USC00361301,41.5217,-77.4478,237.7,PA ,CEDAR RUN (RIVER)
USC00361354,39.9353,-77.6394,195.1,PA ,CHAMBERSBURG 1 ESE             
USC00361362,41.93,-79.2969,454.2,PA ,CHANDLERS VALLEY 1SE
USC00361480,41.0489,-77.9411,423.7,PA ,CLARENCE
USC00361526,41.6961,-78.4878,634.0,PA ,CLERMONT 1 NW
USC00361705,39.7994,-79.3664,454.2,PA ,CONFLUENCE 1 SW DAM
USC00361802,41.775,-78.0417,502.9,PA ,COUDERSPORT 1 SW
USC00361810,41.7392,-77.9711,655.3,PA ,COUDERSPORT 7SE
USC00361838,41.9903,-77.1567,350.5,PA ,COWANESQUE DAM
USC00361920,40.2258,-77.1894,131.1,PA ,CARLISLE WATER PLANT
USC00362071,40.46,-76.8703,163.7,PA ,DEHART DAM
USC00362190,40.1636,-79.8694,232.3,PA ,DONORA 1 SW
USC00362323,41.5217,-76.4042,466.3,PA ,DUSHORE
USC00362470,40.4681,-78.7289,591.3,PA ,EBENSBURG SEWAGE PLT
USC00362721,40.0136,-78.3653,304.8,PA ,EVERETT
USC00363018,41.1183,-75.7278,459.9,PA ,FRANCIS E WALTER DAM
USC00363028,41.4003,-79.8306,309.4,PA ,FRANKLIN                       
USC00363226,39.8814,-77.3506,216.4,PA ,CASHTOWN 1S
USC00363311,41.5631,-78.6014,524.3,PA ,GLEN HAZEL 2 NE DAM
USC00363321,40.0961,-75.7514,152.4,PA ,GLENMOORE
USC00363417,40.9667,-78.5872,460.2,PA ,GRAMPIAN 1E
USC00363632,40.5511,-75.9914,116.7,PA ,HAMBURG
USC00363665,39.7706,-77.0325,170.1,PA ,HANOVER 4 SW
USC00363698,40.2817,-76.8703,128.0,PA ,HARRISBURG 1 NE
USC00363758,41.4764,-75.1653,271.3,PA ,HAWLEY 1 E
USC00364325,41.4992,-80.4681,317.0,PA ,JAMESTOWN 2 NW
USC00364432,41.6767,-78.8036,533.4,PA ,KANE 1NNE
USC00364763,40.05,-76.2742,82.3,PA ,LANCASTER 2NE FLTR PLT
USC00364778,40.1167,-76.4333,109.7,PA ,LANDISVILLE 2 NW
USC00364815,41.4233,-76.4933,599.2,PA ,LAPORTE
USC00364896,40.3333,-76.4667,137.2,PA ,LEBANON 2 W                    
USC00364976,40.9475,-76.8786,152.4,PA ,LEWISBURG
USC00364992,40.5864,-77.5692,140.2,PA ,LEWISTOWN
USC00365050,41.6458,-80.425,313.9,PA ,LINESVILLE 1 S
USC00365109,41.1311,-77.4336,172.5,PA ,LOCK HAVEN SWG PLT
USC00365344,40.8344,-76.1353,521.2,PA ,MAHANOY CITY 2 N
USC00365686,39.7808,-79.0411,609.6,PA ,MEYERSDALE 2 SSW
USC00365738,41.6725,-75.0642,231.6,PA ,MILANVILLE
USC00365790,40.8847,-77.475,341.4,PA ,MILLHEIM
USC00366111,40.4119,-79.7244,262.1,PA ,MURRYSVILLE 2 SW
USC00366151,40.6142,-79.7192,231.6,PA ,NATRONA LOCK 4
USC00366238,40.075,-76.0717,184.4,PA ,NEW HOLLAND 2 SE
USC00366508,39.8,-76.05,79.2,PA ,OCTORARO LAKE
USC00366649,41.9244,-78.0072,521.2,PA ,OSWAYO 1 ENE
USC00366921,40.8728,-78.2161,524.3,PA ,PHILIPSBURG 2 S
USC00367103,41.8158,-78.2872,449.6,PA ,PORT ALLEGANY
USC00367167,40.6514,-78.555,463.3,PA ,PRINCE GALLITZIN SP
USC00367313,40.3814,-78.0753,303.3,PA ,RAYSTOWN HQ
USC00367409,41.33,-77.7381,201.2,PA ,RENOVO
USC00367477,41.4197,-78.7492,414.5,PA ,RIDGWAY                        
USC00367732,39.8958,-76.3947,59.4,PA ,SAFE HARBOR DAM
USC00367782,40.51,-79.5458,338.0,PA ,SALINA 3 W
USC00367931,40.7831,-76.8617,128.0,PA ,SELINSGROVE 2 S                
USC00368073,40.0589,-77.5214,207.3,PA ,SHIPPENSBURG
USC00368361,41.8161,-80.425,306.3,PA ,SPRINGBORO 3 WNW
USC00368449,40.7933,-77.8672,356.6,PA ,STATE COLLEGE                  
USC00368469,41.4039,-78.0183,284.1,PA ,STEVENSON DAM
USC00368596,41.0125,-75.1906,140.2,PA ,STROUDSBURG                    
USC00368668,40.8533,-76.7892,175.3,PA ,SUNBURY
USC00368868,41.8975,-77.1419,374.9,PA ,TIOGA HAMMOND DAM
USC00368888,41.63,-79.6931,371.9,PA ,TITUSVILLE WTR WKS
USC00368905,41.7511,-76.4431,231.6,PA ,TOWANDA 1 S                    
USC00369042,41.9003,-79.8611,426.7,PA ,UNION CITY FILTRATION PLANT
USC00369298,41.8467,-79.1494,368.8,PA ,WARREN                         
USC00369408,41.7003,-77.3872,554.1,PA ,WELLSBORO 4 SW                 
USC00369735,41.2486,-76.9833,160.0,PA ,WILLIAMSPORT 2
USC00369823,40.0417,-78.5278,361.2,PA ,WOLFSBURG
USC00374266,41.4903,-71.5431,35.7,RI ,KINGSTON                       
USC00375270,41.8564,-71.7333,192.0,RI ,NORTH FOSTER 1 E
USC00380165,34.5283,-82.6608,243.8,SC ,ANDERSON                       
USC00381256,35.1072,-82.6256,975.4,SC ,CAESARS HEAD
USC00381277,34.0906,-82.5883,161.5,SC ,CALHOUN FALLS                  
USC00381625,35.1108,-81.9675,228.0,SC ,CHESNEE 7 WSW
USC00381633,34.6844,-81.1956,170.7,SC ,CHESTER 1 SE
USC00381770,34.6603,-82.8236,251.2,SC ,CLEMSON UNIV                   
USC00381814,34.4719,-81.8839,192.0,SC ,CLINTON
USC00382735,32.6064,-80.3267,3.7,SC ,EDISTO IS MIDDLETON PL
USC00383145,34.6747,-82.2267,253.0,SC ,FOUNTAIN INN 2 SW
USC00383758,34.2525,-82.0347,161.5,SC ,GREENWOOD 8NE
USC00383990,34.395,-80.0486,56.4,SC ,HARTSVILLE
USC00384581,34.9831,-83.0678,762.0,SC ,JOCASSEE 8 WNW
USC00385017,34.4989,-82.0219,179.5,SC ,LAURENS                        
USC00386527,33.4886,-80.8733,54.9,SC ,ORANGEBURG 2                   
USC00386831,34.8814,-82.7189,354.2,SC ,PICKENS
USC00387687,34.6111,-82.7269,233.2,SC ,SANDY SPRINGS 2 NE
USC00387722,34.635,-81.5206,158.5,SC ,SANTUCK                        
USC00388188,34.9078,-81.9139,185.9,SC ,SPARTANBURG 3 SSE
USC00388472,35.0197,-82.6925,310.9,SC ,TABLE ROCK
USC00388887,34.7544,-83.075,298.7,SC ,WALHALLA                       
USC00389350,34.9389,-81.0331,198.1,SC ,WINTHROP UNIV                  
USC00389625,34.9386,-81.225,221.0,SC ,YORK 4 S
USC00390022,45.4553,-98.4142,396.5,SD ,ABERDEEN 3 E
USC00390043,43.4892,-99.0631,512.1,SD ,ACADEMY 2NE                    
USC00390120,45.4136,-97.9064,448.1,SD ,ANDOVER #2
USC00390554,44.4989,-104.035,1188.7,SD ,BEAR RIDGE
USC00390565,44.9906,-103.9339,975.4,SD ,BELLE FOURCHE 22 NNW
USC00390701,45.5286,-102.465,847.3,SD ,BISON
USC00391032,43.5525,-97.5017,440.7,SD ,BRIDGEWATER
USC00391049,45.7886,-97.7489,413.0,SD ,BRITTON
USC00391076,44.3253,-96.7686,497.4,SD ,BROOKINGS 2 NE
USC00391294,45.5489,-103.9744,951.0,SD ,CAMP CROOK
USC00391579,43.0431,-96.9033,389.5,SD ,CENTERVILLE 6 SE
USC00391777,44.7592,-96.6872,553.2,SD ,CLEAR LAKE
USC00391873,45.725,-98.3022,399.0,SD ,COLUMBIA 8 N
USC00392302,44.3825,-97.5497,519.7,SD ,DE SMET
USC00392446,44.8658,-101.4672,640.1,SD ,DUPREE 15 SSE
USC00392557,43.3728,-103.8778,1100.3,SD ,EDGEMONT
USC00392565,43.6242,-103.9172,1341.7,SD ,EDGEMONT 23 NNW
USC00392797,45.7653,-99.6222,570.3,SD ,EUREKA                         
USC00392927,45.0364,-99.1342,486.8,SD ,FAULKTON 1 NW                  
USC00392984,44.0517,-96.5928,487.7,SD ,FLANDREAU
USC00393069,44.41,-103.4775,1005.8,SD ,FT MEADE
USC00393294,45.0194,-99.9403,635.2,SD ,GETTYSBURG
USC00393316,45.4178,-101.81,887.0,SD ,GLAD VALLEY 2 W
USC00393452,43.2356,-99.4342,658.4,SD ,GREGORY
USC00393764,44.3256,-103.1086,856.5,SD ,HEREFORD 12 SW
USC00393832,44.5222,-99.455,575.5,SD ,HIGHMORE 1 W                   
USC00393868,43.9325,-103.5594,1482.5,SD ,HILL CITY
USC00394037,44.0122,-97.5242,474.9,SD ,HOWARD                         
USC00394184,43.7483,-101.9414,743.7,SD ,INTERIOR 3 NE
USC00394206,45.4478,-99.0383,471.5,SD ,IPSWICH
USC00394671,45.7406,-103.8836,955.2,SD ,LADNER 9SW
USC00394834,44.3544,-103.743,1630.7,SD ,LEAD
USC00394864,45.9397,-102.1575,782.4,SD ,LEMMON
USC00395090,43.9906,-97.0925,501.1,SD ,MADISON 2SE
USC00395360,43.7447,-97.3081,445.0,SD ,SALEM 5NE
USC00395381,45.8383,-101.2767,664.2,SD ,MC INTOSH 6 SE
USC00395456,45.155,-98.5825,395.0,SD ,MELLETTE 4 W                   
USC00395481,43.2358,-97.5714,406.0,SD ,MENNO                          
USC00395531,45.2267,-96.6233,348.1,SD ,MILBANK
USC00395561,44.5178,-98.9814,480.4,SD ,MILLER
USC00395638,43.1114,-100.6083,856.5,SD ,MISSION 14 S
USC00395648,44.7342,-100.8042,604.1,SD ,MISSION RIDGE 5NW
USC00395669,43.7031,-98.0356,396.2,SD ,MITCHELL
USC00395891,43.8878,-100.7075,705.9,SD ,MURDO                          
USC00396054,44.7158,-103.4275,871.7,SD ,NEWELL
USC00396292,44.7322,-100.1447,564.2,SD ,ONIDA 4 NW
USC00396304,43.4033,-103.2683,902.2,SD ,ORAL
USC00396427,44.0622,-103.4819,1438.7,SD ,PACTOLA DAM
USC00396574,43.0689,-98.5325,454.2,SD ,PICKSTOWN                      
USC00396712,45.9042,-100.2875,498.3,SD ,POLLOCK
USC00396947,44.115,-103.2828,1051.6,SD ,RAPID CITY 4NW                 
USC00396948,44.0728,-103.2108,1029.9,SD ,RAPID CITY WFO
USC00396969,44.9733,-97.1494,529.4,SD ,RAUVILLE 2 W
USC00397277,45.4525,-99.3358,559.3,SD ,ROSCOE
USC00397545,45.51,-100.0356,579.7,SD ,SELBY
USC00397666,43.5878,-96.73,435.9,SD ,SIOUX FALLS WFO AP
USC00397742,45.6656,-97.0392,368.5,SD ,SISSETON
USC00398116,45.3036,-97.0625,595.9,SD ,SUMMIT 1 W
USC00398307,45.4283,-101.0764,662.3,SD ,TIMBER LAKE
USC00398472,42.9919,-97.8703,433.4,SD ,TYNDALL
USC00398622,42.7625,-96.9194,346.6,SD ,VERMILLION 2 SE                
USC00398652,45.9203,-96.8308,333.8,SD ,VICTOR 4 N
USC00398911,44.0697,-102.4478,714.5,SD ,WASTA
USC00399070,44.0761,-98.5706,515.1,SD ,WESSINGTON SPRINGS
USC00399232,43.7292,-98.7131,502.9,SD ,WHITE LAKE
USC00399347,43.5606,-103.4881,1261.9,SD ,WIND CAVE
USC00399367,43.3686,-99.8403,614.5,SD ,WINNER
USC00399442,43.4989,-100.4814,664.5,SD ,WOOD                           
USC00400049,35.7978,-89.1175,100.6,TN ,ALAMO 1 N
USC00400137,35.1131,-89.2122,140.2,TN ,AMES PLANTATION
USC00400284,35.4322,-84.5833,286.5,TN ,ATHENS
USC00400705,36.235,-88.0908,111.3,TN ,BIG SANDY
USC00401145,35.5894,-89.2586,100.6,TN ,BROWNSVILLE
USC00401808,35.2192,-84.7922,257.3,TN ,CLEVELAND FLTR PLT
USC00401957,35.6381,-87.0864,198.1,TN ,COLUMBIA 3 WNW
USC00402009,36.1075,-85.5033,332.2,TN ,COOKEVILLE
USC00402108,35.5497,-89.7,117.3,TN ,COVINGTON 3 SW                 
USC00402390,35.5953,-88.1175,150.9,TN ,DECATURVILLE
USC00402934,36.1422,-82.4261,524.3,TN ,ERWIN 1 W
USC00403447,35.0761,-89.743,97.5,TN ,GERMANTOWN 4SE
USC00404417,36.0028,-88.4253,134.1,TN ,HUNTINGDON WTP
USC00404561,35.6214,-88.8456,121.9,TN ,JACKSON EXP STN                
USC00404568,35.7103,-88.8222,131.1,TN ,JACKSON 4 NE
USC00405210,35.6503,-88.3903,164.6,TN ,LEXINGTON
USC00405882,35.6722,-85.7811,286.5,TN ,MC MINNVILLE                   
USC00405956,35.1297,-89.8036,94.5,TN ,MEMPHIS WFO
USC00406012,35.9328,-88.7267,126.5,TN ,MILAN EXP STN
USC00406162,35.2242,-85.8414,563.9,TN ,MONTEAGLE
USC00406272,36.1683,-83.4028,402.3,TN ,MORRISTOWN WFO
USC00406435,35.7197,-86.9653,213.4,TN ,NEAPOLIS RES & EDU STN
USC00406493,36.5517,-84.1728,309.1,TN ,NEWCOMB
USC00406500,35.6108,-83.4289,1536.2,TN ,NEWFOUND GAP
USC00406534,35.9833,-83.2008,315.8,TN ,NEWPORT 1 NW                   
USC00406829,36.5028,-84.5308,438.9,TN ,ONEIDA
USC00407184,35.5983,-85.1939,263.3,TN ,PIKEVILLE
USC00408108,35.1525,-88.3214,128.0,TN ,SAVANNAH 6 SW
USC00408160,35.1647,-88.5994,143.3,TN ,SELMER
USC00408522,35.9067,-85.475,275.8,TN ,SPARTA WASTEWATER PLANT
USC00408540,35.6764,-84.8547,230.1,TN ,SPRING CITY
USC00408868,36.465,-83.5603,416.1,TN ,TAZEWELL
USC00409155,35.3453,-86.2089,311.5,TN ,TULLAHOMA                      
USC00409219,36.3925,-89.0317,106.7,TN ,UNION CITY                     
USC00409691,35.2897,-85.4736,310.9,TN ,WHITWELL-SEQUATCHIE VLY
USC00409866,35.8375,-86.0894,228.6,TN ,WOODBURY 1 WNW
USC00410012,33.8339,-101.8436,1026.6,TX ,ABERNATHY
USC00410176,30.3703,-103.7808,1500.2,TX ,ALPINE 7NW
USC00410394,33.1525,-100.2333,509.0,TX ,ASPERMONT
USC00410433,30.4144,-97.7664,268.2,TX ,AUSTIN GREAT HILLS
USC00410611,30.0969,-94.0997,6.1,TX ,BEAUMONT CITY
USC00410923,33.6403,-96.1661,180.4,TX ,BONHAM 3NNE
USC00410984,33.5511,-97.8472,329.2,TX ,BOWIE
USC00411000,35.5303,-102.2564,972.6,TX ,BOYS RCH                       
USC00411007,29.3167,-100.4144,341.4,TX ,BRACKETTVILLE
USC00411017,31.1444,-99.3492,521.2,TX ,BRADY
USC00411033,35.62,-103.0072,1268.0,TX ,BRAVO
USC00411128,33.1908,-102.2681,1005.8,TX ,BROWNFIELD #2
USC00411250,30.7586,-98.2339,391.7,TX ,BURNET
USC00411267,35.1867,-102.0797,1164.0,TX ,BUSHLAND 1 WSW
USC00411578,31.8075,-94.1642,99.1,TX ,CENTER
USC00411596,31.2581,-95.9744,97.5,TX ,CENTERVILLE
USC00411671,29.3092,-97.4061,112.2,TX ,CHEAPSIDE
USC00411694,34.4386,-100.2183,585.2,TX ,CHILDRESS 2
USC00411720,28.4675,-98.2525,70.1,TX ,CHOKE CANYON DAM
USC00411968,33.3192,-95.6039,141.1,TX ,COOPER DAM
USC00412011,27.7792,-97.5056,13.4,TX ,CORPUS CHRISTI NWS
USC00412013,27.6606,-97.3983,4.9,TX ,C C BOTANICAL GARDENS
USC00412019,32.1225,-96.4867,136.9,TX ,CORSICANA                      
USC00412082,31.4072,-102.3578,778.5,TX ,CRANE
USC00412121,33.6517,-101.245,917.4,TX ,CROSBYTON                      
USC00412173,29.0892,-97.3433,65.2,TX ,CUERO
USC00412334,33.2733,-97.5769,297.8,TX ,DECATUR
USC00412354,31.8769,-105.2369,1156.7,TX ,DELL CITY 5SSW
USC00412404,33.1992,-97.105,192.0,TX ,DENTON 2 SE
USC00412408,32.9619,-102.8219,1094.2,TX ,DENVER CITY
USC00412446,32.7056,-94.7889,86.6,TX ,DIANA 2 W
USC00412464,34.5858,-102.312,1173.5,TX ,DIMMITT 2 N
USC00412585,30.2194,-97.9878,330.4,TX ,DRIPPING SPRINGS 6 E
USC00412809,30.8694,-100.5994,743.7,TX ,ELDORADO
USC00412820,30.3492,-97.3683,176.5,TX ,ELGIN
USC00413133,32.5339,-96.6608,143.3,TX ,FERRIS
USC00413214,33.985,-101.3339,981.5,TX ,FLOYDADA
USC00413266,31.1853,-105.7414,1190.2,TX ,FT HANCOCK 8SSE
USC00413285,32.8339,-97.2975,196.3,TX ,FT WORTH WSFO                  
USC00413368,34.64,-102.7231,1222.2,TX ,FRIONA
USC00413420,33.6461,-97.0592,265.2,TX ,GAINESVILLE 5 ENE              
USC00413485,31.4144,-97.7019,251.8,TX ,GATESVILLE
USC00413614,31.4406,-98.5903,459.3,TX ,GOLDTHWAITE 1 WSW
USC00413787,36.2631,-101.405,966.2,TX ,GRUVER
USC00413828,33.6267,-100.3369,536.4,TX ,GUTHRIE
USC00413873,29.4706,-96.9397,83.8,TX ,HALLETTSVILLE 2 N              
USC00413972,34.3697,-102.1175,1116.5,TX ,HART
USC00413979,35.8783,-102.385,1184.8,TX ,HARTLEY
USC00414098,34.8172,-102.4003,1164.3,TX ,HEREFORD
USC00414182,32.0161,-97.1094,167.6,TX ,HILLSBORO
USC00414333,29.4717,-95.0833,5.8,TX ,HOUSTON NWSO
USC00414375,30.0631,-99.505,612.6,TX ,HUNT 10 W
USC00414382,30.7064,-95.5422,150.6,TX ,HUNTSVILLE
USC00414570,33.2544,-100.5725,612.6,TX ,JAYTON
USC00414670,30.4453,-99.8045,532.5,TX ,JUNCTION 4SSW
USC00414770,31.0158,-104.1108,1402.7,TX ,KENT 8SE
USC00414782,30.0739,-99.1094,547.7,TX ,KERRVILLE 3 NNE
USC00414810,27.5311,-97.8497,17.4,TX ,KINGSVILLE
USC00414967,33.0642,-101.0489,694.9,TX ,LAKE ALAN HENRY
USC00414980,32.8522,-95.8864,136.6,TX ,LAKE TAWAKONI
USC00415048,29.8097,-101.5603,393.2,TX ,LANGTRY
USC00415060,27.5683,-99.4983,131.1,TX ,LAREDO 2
USC00415183,33.55,-102.3758,1071.1,TX ,LEVELLAND
USC00415193,30.4064,-97.0133,128.9,TX ,LEXINGTON
USC00415196,30.0592,-94.795,10.7,TX ,LIBERTY                        
USC00415265,33.8692,-102.2592,1056.4,TX ,LITTLEFIELD
USC00415344,32.5183,-94.7189,153.6,TX ,LONGVIEW #2
USC00415409,33.5281,-101.8761,986.0,TX ,LUBBOCK WFO
USC00415429,29.6756,-97.6578,121.9,TX ,LULING                         
USC00415435,30.2503,-94.1786,11.9,TX ,LUMBERTON
USC00415618,32.4892,-94.3289,92.0,TX ,MARSHALL                       
USC00415658,34.025,-100.8117,719.3,TX ,MATADOR
USC00415742,29.81,-99.2497,521.8,TX ,MEDINA 1NE
USC00415821,34.7261,-100.5372,637.0,TX ,MEMPHIS
USC00415954,32.635,-95.4822,111.9,TX ,MINEOLA
USC00416074,33.7183,-102.7586,1150.3,TX ,MORTON
USC00416119,33.1964,-95.2236,136.2,TX ,MT VERNON
USC00416135,34.2192,-102.7328,1167.4,TX ,MULESHOE #1                    
USC00416137,33.9544,-102.7783,1140.0,TX ,MULESHOE NTL WR
USC00416177,31.6164,-94.6431,132.6,TX ,NACOGDOCHES
USC00416273,29.7047,-98.0289,191.4,TX ,NEW BRAUNFELS WFO
USC00416644,34.1797,-102.1356,1109.5,TX ,OLTON
USC00416740,34.0067,-100.2989,579.1,TX ,PADUCAH
USC00416742,33.8083,-100.2981,558.4,TX ,PADUCAH 15 S
USC00416776,35.5544,-100.9736,960.1,TX ,PAMPA #2
USC00417074,33.1869,-102.8281,1120.1,TX ,PLAINS
USC00417079,34.1892,-101.7022,1027.2,TX ,PLAINVIEW                      
USC00417081,34.1981,-101.7461,1051.6,TX ,PLAINVIEW WTR PRODUCTN
USC00417206,33.1986,-101.3744,795.8,TX ,POST
USC00417215,29.0281,-98.5686,129.5,TX ,POTEET
USC00417327,32.3664,-99.1925,496.8,TX ,PUTNAM
USC00417588,32.9964,-96.7428,206.7,TX ,RICHARDSON
USC00418040,35.7047,-101.5492,894.9,TX ,SANFORD DAM
USC00418323,34.4722,-101.3006,999.7,TX ,SILVERTON
USC00418566,33.4792,-100.8761,700.1,TX ,SPUR
USC00418630,31.8347,-100.9828,694.9,TX ,STERLING CITY
USC00418818,33.1714,-101.7981,951.0,TX ,TAHOKA
USC00418862,30.5844,-97.4156,174.0,TX ,TAYLOR 1NW
USC00418942,33.4367,-94.0772,118.9,TX ,TEXARKANA
USC00419175,34.5475,-101.7614,1060.7,TX ,TULIA
USC00419191,34.3956,-100.8972,710.2,TX ,TURKEY
USC00419207,32.3067,-95.2969,167.6,TX ,TYLER
USC00419380,34.6522,-101.4969,1036.3,TX ,VIGO PARK
USC00419559,28.1136,-97.4178,15.2,TX ,WELDER WILDLIFE FNDN
USC00419565,34.8422,-100.2103,621.8,TX ,WELLINGTON
USC00419711,33.4561,-101.0925,735.2,TX ,WHITE RIVER RESERVOIR
USC00420061,40.4644,-111.7708,1545.3,UT ,ALPINE
USC00420086,37.4403,-112.4819,2163.5,UT ,ALTON                          
USC00420527,38.2681,-112.4814,2217.4,UT ,BEAVER CANYON PWR HOUSE
USC00420730,38.7075,-112.9539,1498.4,UT ,BLACK ROCK
USC00420738,37.6131,-109.4847,1838.6,UT ,BLANDING                       
USC00420788,37.2825,-109.5575,1316.4,UT ,BLUFF                          
USC00421144,39.8997,-113.7128,1323.4,UT ,CALLAO
USC00421214,39.2078,-111.0125,1713.0,UT ,CASTLE DALE
USC00421259,37.7083,-113.1439,1856.2,UT ,CEDAR CITY
USC00421260,37.6564,-112.9919,1966.0,UT ,CEDAR CITY 5E
USC00422101,39.2872,-112.6519,1399.0,UT ,DESERET                        
USC00422385,40.9656,-111.4336,1667.3,UT ,ECHO DAM
USC00422592,37.7686,-111.5978,1770.9,UT ,ESCALANTE                      
USC00422607,39.1078,-113.9533,1517.9,UT ,ESKDALE
USC00423348,40.6019,-112.5075,1386.8,UT ,GRANTSVILLE 2W
USC00423600,38.2553,-110.18,2011.7,UT ,HANS FLAT RS
USC00424174,40.0378,-113.9886,1609.0,UT ,IBAPAH
USC00424467,40.6439,-111.2822,1975.4,UT ,KAMAS
USC00424856,41.825,-111.3208,1822.7,UT ,LAKETOWN                       
